gene,baseMean,log2FoldChange,lfcSE,stat,pval,adj_pval
KRT5,444.590390685653,-1.66194917953363,0.343535700855704,-4.83777719577305,1.31299202192874e-06,0.00122633454848145
MAP3K4,9.64206212184842,1.35766389184464,0.305606629420642,4.44252107494673,8.89109215893039e-06,
KRT14,259.107256243146,-1.81008808239516,0.414394012416544,-4.36803628469342,1.25368668490725e-05,0.00585471681851684
CYP4F12,25.6208179635847,-0.735944176153296,0.175765047308359,-4.18709059294461,2.82553066853512e-05,0.00879681881470601
PCSK1N,6.42673735518393,1.02385475105866,0.244709185860834,4.18396533606598,2.86467811300757e-05,
IRF7,12.1641568258346,-1.52870864151383,0.385561854992808,-3.96488558636681,7.34311594991201e-05,
KRT10,511.058028274922,-1.4661685741279,0.370290197818952,-3.95951224948375,7.51029924268346e-05,0.0175365487316659
DLG4,8.62762585501011,1.4126706897377,0.35773370442897,3.94894490579987,7.84964137864386e-05,
ARSB,9.70338792197355,1.35276935789603,0.344179680840073,3.9304160971798,8.4798981681903e-05,
ZCCHC2,14.8681324559686,-1.03822257557085,0.269247195447201,-3.85602001850541,0.000115248054223794,
EXOSC3,18.9965667710634,-0.675711540442387,0.175866230642734,-3.8421903851176,0.000121941188262102,0.0227422574150994
CHCHD5,17.6415991443421,-0.978582135972875,0.255144459389313,-3.83540421890841,0.000125357952862396,
PPFIA4,13.4737584627246,-0.780137117422379,0.205425663403966,-3.79766142406586,0.000146067651948974,
RPS16,32.4452820378599,-0.765903898775035,0.204372599707238,-3.74758602607291,0.000178544610621024,0.0227422574150994
CD44,31.875909156297,-0.812002487832966,0.216871291029807,-3.74416772260264,0.000180992724441335,0.0227422574150994
AP3D1,10.7302909016198,-0.800915998838604,0.214754084246186,-3.72945642291237,0.000191893287837884,
KRT1,288.222961756169,-1.31350128543985,0.352554061380223,-3.72567339118881,0.000194794496060809,0.0227422574150994
ROMO1,13.7979845746517,1.06286494507974,0.289384449390772,3.67284747787016,0.000239862661484491,
TEX49,10.3355662558433,1.15577928919865,0.314971154455244,3.66947662619334,0.000243047558209503,
SRPX,6.5683463409485,0.898089656474352,0.246044002995162,3.65011805019288,0.000262119813825397,
NAV3,5.28919691686451,1.01080755402367,0.278892595729435,3.62436138320538,0.000289676331016983,
DELE1,34.2058616200459,-0.788998358607363,0.218623727501763,-3.60893288035718,0.000307459138721726,0.0288222119008889
POLR2J3,18.6275108786124,-0.665503405463902,0.184453130860491,-3.60798107551369,0.00030858899251487,0.0288222119008889
OR9Q1,12.9337042127056,-0.657836011164683,0.182977383582507,-3.5951766184702,0.000324171577242871,
MBL2,8.52993052348994,0.800248004634738,0.225220851176354,3.55317014590324,0.000380618198633561,
TTYH3,16.6519720590002,-0.670787769512792,0.189013078237987,-3.54889606457919,0.000386849741107705,
GPI,14.0162414830448,-0.643318960299475,0.181745054915003,-3.53967793291727,0.000400615607447674,
CD34,12.3078691490219,-0.666139701311177,0.188321160629302,-3.53725358894973,0.000404311262191618,
LAMB2,14.1165078014001,-0.702513059639981,0.198844832479012,-3.53297116591718,0.000410917285990028,
SUMO2,25.5725984087112,-0.65896801600936,0.186777709222227,-3.52808704397014,0.000418574490461906,0.0295520693541011
PABPC1,31.7494345889311,-0.93160625816728,0.264257795797231,-3.5253690637839,0.000422893176032393,0.0295520693541011
CRKL,34.5898533205569,-0.843875538916944,0.239450254262164,-3.52422068423874,0.000424730347163209,0.0295520693541011
NRBF2,19.8411684368549,-0.64863862350815,0.184635960253666,-3.5130676744498,0.000442964636999374,0.0295520693541011
NRIP2,9.7337898338467,0.82879228757152,0.238738679900072,3.47154590918582,0.000517470841358401,
OR4E1,11.934483085358,-0.757916654331841,0.218656269269474,-3.46624707749759,0.000527778031806155,
HS6ST3,6.37236088137168,1.00755314198622,0.291260617473797,3.4592838219086,0.000541613853070777,
PITX1,26.8137960778715,-0.861320320838094,0.249269939364612,-3.45537180710035,0.000549534442609205,0.0342176779597999
GPR50,6.59405121526296,0.909103035507999,0.264285880062165,3.43984716585752,0.000582042766504782,
ARL6IP1,13.9749229801585,-0.636840868414874,0.185996636668606,-3.42393754973938,0.000617208028744002,
MAP10,8.53100044185687,1.08872745144374,0.319029370809255,3.41262451379339,0.000643405266645013,
GAL3ST4,21.8739354150334,-0.807895127044919,0.237281292510702,-3.40479908254242,0.000662127500752261,0.0386516928564133
HLA-DRA,13.8518054664478,-0.983232481954425,0.289486231949601,-3.39647407523548,0.000682600231143837,
THEGL,8.7694170870989,0.675910515368147,0.199766610300116,3.38350094819502,0.000715679603722191,
CACNG7,12.9628952879013,-1.02786441076282,0.30385586699816,-3.38273675909983,0.000717673872743642,
FABP5,45.0572150860384,-0.563643922702557,0.167937333035235,-3.3562752993362,0.000789998872800334,0.043403467482089
CLN8,8.44453563642685,0.863991036925894,0.259317293152655,3.33179105188824,0.000862890170421642,
RPS27A,43.7650097085092,-0.639187112377883,0.191976461418107,-3.32950773056386,0.000869996490496335,0.0451431512290876
FKBP7,8.41950369194469,0.700258311452646,0.210912556937734,3.32013570751682,0.000899736996973454,
DYNLL1,37.7318725080837,-0.566069570658222,0.172591392995992,-3.27982502969524,0.00103871484608487,0.0510610350654352
PYCR3,11.9280547606643,0.673611655152844,0.207709283800475,3.24305030005262,0.00118257331456448,
ZNF727,15.880317171678,-0.676428609456687,0.208938567745152,-3.23745212172482,0.00120602174644562,
