gene,baseMean,log2FoldChange,lfcSE,stat,pval,adj_pval
FSD1,9.96233828172901,1.67922340775991,0.277494894128445,6.05136686580848,1.43621952378604e-09,2.68242720457519e-05
WHRN,13.8135993465307,2.02783401765717,0.365360439658287,5.55022875370347,2.85296042800061e-08,0.000266423709568837
PCSK7,9.6052180908275,1.24729948705233,0.259157924995699,4.81289347826438,1.4876059062546e-06,0.0075342374581368
DTHD1,8.35087778450205,1.16276308497964,0.243465437876897,4.77588562516034,1.78918068641995e-06,0.0075342374581368
IHO1,13.9928059120723,1.55714923995957,0.330520310271153,4.71120591252657,2.46255264361267e-06,0.0075342374581368
TRAF6,11.7436866441464,1.01896148429523,0.217029531788783,4.69503608977466,2.66559658352468e-06,0.0075342374581368
TMED3,10.9635127821586,1.11922502898552,0.241361099048545,4.63713926311053,3.53264406931221e-06,0.0075342374581368
AP1M1,11.3755650089185,1.04633182794507,0.225699501861607,4.63595098489254,3.55300159083416e-06,0.0075342374581368
DARS1,13.4279876528945,1.15108918740135,0.248535801909168,4.6314823802409,3.63056899519362e-06,0.0075342374581368
NPB,9.39057478082938,-1.45661393344371,0.324173920499914,-4.49331004541464,7.0124572911589e-06,0.0130971664826975
LTF,12.435699305546,1.07800033156857,0.242454315128456,4.44619981705597,8.74026556867381e-06,0.0145534644087894
CFHR2,8.25192174843002,1.12378542516807,0.253580597621739,4.43166959817801,9.35062231115666e-06,0.0145534644087894
DCLK3,8.31714808223128,1.14112865215681,0.260382842995681,4.38250323649682,1.17323422537022e-05,0.0168557658671075
IL19,8.83182138981696,1.45496771608234,0.341905944300504,4.25546189043019,2.08617897301943e-05,0.0258930940815455
GBP1,12.7916113289123,0.988446957022251,0.233095330364921,4.24052663549626,2.22995970177626e-05,0.0258930940815455
SIX1,8.96817237272038,1.01802137426688,0.241095783691413,4.22247688731831,2.41632183652299e-05,0.0258930940815455
MAP2K7,11.4253250898876,-1.19211462947103,0.282949331816374,-4.21317350996495,2.51807474920486e-05,0.0258930940815455
NPHP1,10.2222269359629,0.966547676912898,0.229667935660401,4.20845719770863,2.57120220427913e-05,0.0258930940815455
C11orf24,9.29099617324778,1.15086669801617,0.274187784803953,4.19736677488768,2.70036413042632e-05,0.0258930940815455
