gene,baseMean,log2FoldChange,lfcSE,stat,pval,adj_pval
P2RX1,11.2495709611554,-1.12369325299878,0.201532921843003,-5.57573046985423,2.46493325099846e-08,0.000314963673569997
NAV2,10.5557643034398,2.0228561640813,0.373382345343384,5.4176534839133,6.0386305270844e-08,0.000314963673569997
TLN1,13.897296552458,-1.28925707474773,0.240021272395944,-5.37142838165173,7.81153922001921e-08,0.000314963673569997
TAGLN,44.8878065571905,-1.54878589646385,0.288774578115779,-5.36330416122327,8.17132374030347e-08,0.000314963673569997
CLIC4,14.045200763348,-1.04607082707971,0.213438573366043,-4.90103925725608,9.53310024547774e-07,0.00225193497153354
GAS6,14.7983127631713,-1.06043553960297,0.216680404185418,-4.89400757576368,9.88030327572268e-07,0.00225193497153354
NCS1,9.86390526670413,-1.09039878579664,0.223109761718053,-4.88727511248293,1.02241177848844e-06,0.00225193497153354
DES,38.0182770325635,-1.69218607651887,0.355865236354374,-4.75513172866871,1.98317063194747e-06,0.00344754349224927
ZNF480,10.0462777202747,1.00980897966483,0.212494267069759,4.75217046365455,2.01244593528625e-06,0.00344754349224927
WDR1,10.1852782259678,-0.974568536285679,0.208201525178376,-4.68089047594978,2.8563151409481e-06,0.00440386668431378
CPNE2,6.03044610151081,1.27171888048419,0.272227095898065,4.67153674136974,2.98954609270378e-06,
PSMA3,9.60067701910019,0.975759894827819,0.211014148222979,4.6241444142254,3.76147745329903e-06,0.00484020733317462
FLNC,10.3128276779833,-1.23746757127477,0.267628260120529,-4.62382997489675,3.76718692425058e-06,0.00484020733317462
SMTN,16.0322105440265,-0.908652340999317,0.199346110510731,-4.55816438390154,5.16026428558902e-06,0.00612007344270858
LMLN2,7.87431997355096,1.05578129570571,0.233000478735943,4.53124088599926,5.86382286930942e-06,0.00645774435707233
PIK3R5,11.9349888699422,0.872048910689445,0.19385872067373,4.49837339098678,6.84753559440041e-06,0.0070383535862977
MOCS2,8.87953223520351,0.993059637475257,0.22197972698378,4.47365014350082,7.68955192806277e-06,0.00740984447667949
IGF2R,15.0761966457201,-1.27854176512588,0.287953611271319,-4.44009630398836,8.99186303891091e-06,0.00745924327796629
CRKL,34.5898533205569,-1.17451906910609,0.264722260768947,-4.4367975163646,9.13071067811369e-06,0.00745924327796629
TMPRSS11D,8.94342870985315,0.921236812544631,0.20813200707701,4.42621404310856,9.59013678146746e-06,0.00745924327796629
TRIM56,13.1324251314328,-0.963051307527012,0.217673663977336,-4.42428950719222,9.67601929947632e-06,0.00745924327796629
SELENOM,10.9731501130668,-1.03784167235412,0.236757206419305,-4.38356951431528,1.16750371297231e-05,0.00845275963776549
H4C13,11.4242285435475,1.22597049122069,0.280564187736138,4.36966136381482,1.24439358125201e-05,0.00845275963776549
SCN1A,8.09268328095301,1.03356871350262,0.237247268925179,4.35650415781424,1.32156183947444e-05,0.00845275963776549
LGALS1,19.6014423603042,-0.814780794522775,0.187464612892976,-4.34631785673563,1.38441910681458e-05,0.00845275963776549
