gene,baseMean,log2FoldChange,lfcSE,stat,pval,adj_pval
A1BG,8.63047458233305,0.0947397028478653,0.219726870851177,0.431170309215541,0.666344540797399,0.899682667904743
A1CF,7.77982663079742,0.367109431753632,0.23692437272453,1.54947938674282,0.121266522982401,0.506401522693399
A2M,14.112407719357,-0.663369410430708,0.246515065035178,-2.69098933298882,0.00712404726845526,0.155173722127162
A2ML1,9.96115614935294,-0.104225299003939,0.232494030393748,-0.4482923661628,0.653942209264571,0.893084309561712
A3GALT2,7.60441915187057,0.575701527421131,0.228059750795847,2.52434515696934,0.0115914057258684,0.197198591087793
A4GALT,9.10701474693865,-0.319337855688788,0.225852498323059,-1.41392217513578,0.15738475420809,0.555531721226299
A4GNT,8.62992303795547,-0.19679297330678,0.251101343163757,-0.783719317576252,0.433204824948078,0.789121485015229
AAAS,12.9770544008694,-0.261150550967556,0.1984793835115,-1.31575656044108,0.188255763547595,0.589057743497755
AACS,14.2931343436947,-0.285104254329269,0.197932794878392,-1.44040937988287,0.149751611476052,0.545029980198165
AADAC,6.88556877847401,0.289561871553635,0.262243843096535,1.10417033297916,0.269519256235207,
AADACL2,8.88144402397451,0.334903271212727,0.229559190326474,1.45889724883781,0.144593390473961,0.537732148141769
AADACL3,10.7135981153539,0.201988576018434,0.208738615095878,0.967662719835794,0.33321284241556,0.722299301278161
AADACL4,10.8910637122498,-0.423303774033938,0.233296158803182,-1.81444810838508,0.0696087648885265,0.409090435588529
AADAT,6.47897481337088,-0.301436756164618,0.255469596348258,-1.17993201724755,0.238027254519353,
AAGAB,8.96760332807317,0.225979801483757,0.252972825164616,0.893296745754039,0.371698280247236,0.745227319809876
AAK1,9.0312855910114,0.0734415995262075,0.231423469558471,0.31734724082361,0.750980135379657,0.929499816273216
AAMDC,12.4043288629364,0.104072391266128,0.219180982411304,0.474824002161056,0.634912423581766,0.885283960864532
AAMP,12.0318907552376,-0.182950185208192,0.214259511526758,-0.853871942041386,0.393175947394651,0.763184588399968
AANAT,7.39122824918696,-0.44425923484921,0.255358799196422,-1.73974515954505,0.08190377586088,
AAR2,7.96759144581115,-0.177068222698216,0.231695438284635,-0.764228350843446,0.444731174342771,0.795164812215679
AARD,6.86249501957663,0.57952383656522,0.275862688042313,2.10076919310063,0.0356612319945661,
AARS1,9.73793048873111,-0.00371299498522844,0.213923129445301,-0.0173566785174477,0.986152069479011,0.996231988417468
AARS2,9.32046400834895,-0.221977504374504,0.235490137423302,-0.942619112644581,0.345875760203106,0.731781242540697
AARSD1,12.4506859824986,0.08046374493084,0.197644600226544,0.407113297497685,0.683924777309375,0.907444430256235
AASDH,8.73752904938898,0.358522610268601,0.22531049856466,1.59123792523015,0.11155604078444,0.491420296232712
AASDHPPT,7.39555805402664,0.13249834853817,0.280003505345477,0.473202463571624,0.636068740328439,
AASS,9.20604875075901,-0.309449474355218,0.248626645141986,-1.24463520061777,0.213265875045464,0.61769838721447
AATF,10.2135304798389,0.0436351561297878,0.210828944466794,0.206969475847565,0.836033697085514,0.956388321804157
AATK,4.92897081268173,-0.117315847338011,0.283524612301965,-0.413776590277338,0.679037729717114,
ABAT,9.43267972442418,-0.0466481424365823,0.26276991552824,-0.177524669606134,0.859096289424451,0.964572681231488
ABCA1,8.36864328139887,-0.176533202824112,0.239301148443414,-0.737703115812064,0.460694878303263,0.801210651061249
ABCA10,9.50587515264399,-0.123011919222378,0.228302201186967,-0.538811796744955,0.590016722922751,0.868168115093393
ABCA12,10.2964779918113,-0.267092706398704,0.227584248540126,-1.1735992631828,0.240555576482894,0.64418222304482
ABCA13,8.79088771935645,0.0898704681934267,0.215248645791254,0.417519319868716,0.676298595926141,0.903646048356811
ABCA2,6.29263715206744,-0.285496691669247,0.272750996757933,-1.0467301497073,0.295224054167781,
ABCA3,6.97080816288252,0.194427983446585,0.267523843391981,0.726768803039754,0.467367597096977,
ABCA4,9.53213760290345,-0.0448388636085618,0.226286286759303,-0.198151042428197,0.842926890397617,0.958495965495276
ABCA5,8.35177222932517,-0.251752598339908,0.250539185791349,-1.00484320464572,0.314972356184564,0.707041852475956
ABCA6,8.94568638230178,-0.0412972717434684,0.245094651412917,-0.16849519769362,0.866193721347247,0.967260589700976
ABCA7,9.52551479779322,-0.385703473454797,0.247939599296616,-1.55563481811298,0.119794954336972,0.504093505995477
ABCA8,8.61223683908455,0.0027275448821639,0.228053154651527,0.0119601278321788,0.990457426160386,0.997288884974805
ABCA9,7.01486765065898,0.125815887233838,0.272026116284076,0.462514000319177,0.643712764783813,
ABCB1,9.84615297272668,0.135205966408628,0.220595055376755,0.612914764466089,0.539932700228589,0.843120144735983
ABCB10,22.807722564282,0.112831561968767,0.184421945467129,0.611812014470251,0.540662139771998,0.843120144735983
ABCB11,7.11402816631965,0.057144108359463,0.252613569748553,0.226211554732959,0.82103688414817,
ABCB4,7.11602359863744,0.391102823024833,0.259427586536842,1.50756065785352,0.131667008248795,
ABCB5,9.04887644166128,0.53398075108134,0.217557728054591,2.45443246652838,0.0141107166382503,0.211780578215284
ABCB6,10.7856693069259,-0.149893167275567,0.206894217134708,-0.724491816888108,0.468763849199068,0.805119269401376
ABCB7,7.78835203421398,0.397452111125161,0.233072911185635,1.7052694330857,0.0881441856778811,0.448405895651393
ABCB8,6.6420303162583,-0.322165588119493,0.244558028882628,-1.31733801417786,0.187725348327754,
ABCB9,12.9972592520898,0.217350352509911,0.21538741730217,1.00911350919347,0.312920199872866,0.706073999947292
ABCC1,9.727257625577,-0.0562499740499996,0.217152123635122,-0.259034878905977,0.795608329203656,0.944304638205507
ABCC10,7.72814124264831,0.253500315154124,0.248741901153717,1.01912992534967,0.308141288854316,0.70134868110582
ABCC11,7.86304723706494,0.573257508564471,0.234640328203473,2.4431329130573,0.0145603737802752,0.214466758445413
ABCC12,8.31641029527231,0.00464612688420906,0.245482337303147,0.0189265221084788,0.984899721745263,0.996209337499676
ABCC2,7.4015834235217,0.263863372051861,0.249274490036283,1.05852537102154,0.28981599029924,
ABCC3,11.3414753230623,-0.0295141977516193,0.210164251310997,-0.140433958522969,0.8883171286743,0.971129362896747
ABCC4,7.12027083296771,0.0510424994479832,0.270006365730599,0.189041837253982,0.850060026534607,
ABCC5,8.43229768103973,-0.169674930220664,0.224403146886063,-0.756116536577864,0.449579328121067,0.796591388277222
ABCC6,11.8681827993951,-0.457587333282856,0.210846383822927,-2.17024036640414,0.0299886415661882,0.291345227263698
ABCC8,11.0938832021719,-0.139960117962111,0.222986432145179,-0.62766203582731,0.530225360273859,0.837947376455756
ABCC9,9.34014483445302,0.273387093322879,0.196173514346841,1.39359838780032,0.163438915645781,0.563106413726627
ABCD1,10.0854846871171,-0.0675927742739418,0.233636019197921,-0.289308020681014,0.772345675024601,0.93540326374806
ABCD2,9.46598845886182,0.398004040068765,0.222287091189722,1.79049551612995,0.0733742874369895,0.41622844065726
ABCD3,7.69586121169939,-0.00913174465299953,0.241075621116073,-0.0378791709038168,0.969784020339578,0.991257625669293
ABCD4,10.1816321406068,0.0812991774655693,0.206920042458272,0.392901414960634,0.694392296463329,0.910850810521661
ABCE1,9.92557012103306,0.049598810926145,0.200009397378563,0.247982402708149,0.804148022234325,0.947872922214698
ABCF1,10.6501941022773,-0.176172549190005,0.223053800453465,-0.789820881024438,0.429632382563905,0.786893807836813
ABCF2,11.4007332935979,-0.453413901116933,0.212208837253912,-2.13664005224445,0.0326272793206322,0.2999686300331
ABCF3,9.87628331066917,0.286715982405418,0.207685589652436,1.38052901448406,0.167423822531264,0.565975797431939
ABCG1,8.60419587659574,0.0313871917838585,0.257801813546712,0.121749305608245,0.903097563427658,0.975207404107069
ABCG2,6.57747609610636,0.296775912182799,0.271579108171559,1.09277887456395,0.274490899139947,
ABCG4,8.38368445745315,-0.164992261742219,0.239078338551064,-0.69011798702532,0.490119992657207,0.815627920798657
ABCG5,11.3532448613158,-0.0518579448966429,0.204260808783217,-0.253881031831612,0.799587469191511,0.945529818954542
ABCG8,11.6099644465203,0.0327865022133046,0.195738728799991,0.167501354557208,0.866975581804118,0.967597622112942
ABHD1,10.2893575707952,0.222023518228696,0.210881128768195,1.05283729997836,0.292415566528589,0.688209922872506
ABHD10,6.91757575721718,-0.131720468811348,0.246491555608566,-0.534381263025997,0.593077779680865,
ABHD11,7.63364449042572,0.275448826019558,0.256831733721162,1.0724875077883,0.283501121943815,0.682500576613696
ABHD12,8.53534703269811,0.0735912302035642,0.218163432903367,0.33732156312447,0.735874506269409,0.925898043251824
ABHD12B,5.70682039228936,-0.371562967326147,0.270481792878458,-1.37370786910271,0.169532392939349,
ABHD13,7.26512617900475,-0.0418186485865609,0.24400994249847,-0.171380920623032,0.863924255965483,
ABHD14A,7.43962812938051,0.0897596109178964,0.249315641720641,0.360023985251885,0.718829196961353,
ABHD14B,9.10170821219238,-0.300688714526403,0.248610347999887,-1.20947787147838,0.22647930749858,0.63258296431397
ABHD15,9.4269978716121,0.0283262038454608,0.246130340465819,0.115086192916531,0.908376803640314,0.975653662150886
ABHD16A,15.0634168717248,0.110481213033231,0.248585927879256,0.444438725778935,0.656725420293004,0.894516693417135
ABHD16B,9.67706773202691,-0.295156673801528,0.211507830506659,-1.39548816275261,0.162868681908186,0.562982121388676
ABHD17A,18.0419415321106,-0.640881188041443,0.215901312794255,-2.96839875472261,0.00299355702984727,0.10055481979561
ABHD17B,11.2698184780733,0.0791480959866506,0.215357797254632,0.36751906360311,0.713231874560276,0.917377912903173
ABHD17C,11.490151643905,0.171058193512325,0.195951517036211,0.872961822901905,0.382683886949926,0.753615489365398
ABHD18,12.6667952397662,0.132712808138094,0.188282230626599,0.704861035990646,0.480896720221741,0.811440855015944
ABHD2,11.4819498754591,-0.420773488885386,0.214757643536146,-1.95929458880734,0.0500782971061444,0.358120215576314
ABHD3,7.93100671700544,0.303460721036864,0.233674349602647,1.29864797549618,0.194064765573515,0.594897217835109
ABHD4,6.35714297337758,-0.11613032400394,0.252302841925271,-0.460281474111723,0.645314196930709,
ABHD5,11.6580262583844,0.135534738787429,0.199814708022443,0.678302113637229,0.497580158812415,0.820501699312279
ABHD6,7.26527437535841,0.00759249460221593,0.235811703241795,0.0321972764618506,0.974314728123242,
ABHD8,13.5375774630861,-0.0236471196512954,0.195978851701349,-0.120661588972524,0.903959084199512,0.975207404107069
ABI1,12.25982055378,0.243407611926247,0.198167580366913,1.22829178958319,0.219337452004303,0.625267051086046
ABI2,10.5329870663889,0.304441983152546,0.213338396083292,1.42703793007652,0.153568961893952,0.550310726020224
ABI3,7.70556574978195,-0.601613811375828,0.290354789186962,-2.07199548201164,0.0382658625367633,0.320762107552928
ABI3BP,8.35457731806207,-0.184481965634247,0.230291979992952,-0.801078550976432,0.423086172588263,0.783054067694348
ABITRAM,12.231507256056,-0.257551535017527,0.212525577538566,-1.21186135805602,0.225565456129086,0.631573079466647
ABL1,9.42415283374331,-0.253364111651843,0.223704801636258,-1.1325823576367,0.257389680874559,0.659646625619008
ABL2,9.00110611345461,0.192654498981049,0.306152265430534,0.629276738194715,0.52916789759074,0.837385441590444
ABLIM1,10.4559619334378,-0.079244638728686,0.203493682798411,-0.389420632812415,0.696965011485745,0.911703463741964
ABLIM2,7.54106477797536,0.287567944151946,0.235133083620978,1.22300077778714,0.221329402525654,
ABLIM3,8.23755516350234,-0.113017466244242,0.232213675714639,-0.486695996247552,0.626473782959352,0.880928591380887
ABO,8.31208217920499,0.0844457928143594,0.214523113768701,0.393644262060307,0.693843697822532,0.910823845041592
ABR,8.9559120282925,-0.626087268404477,0.235238213990046,-2.66150323871686,0.00777925925244676,0.161863183743892
ABRA,6.99796321677767,0.680950042269254,0.248950599857911,2.73528178947111,0.00623268949932298,
ABRACL,13.3356203082153,-0.567431893134115,0.232994380869427,-2.43538874635827,0.0148757983191153,0.216781718794064
ABRAXAS1,11.4457030839449,0.449724312900478,0.203141791071262,2.21384438194066,0.0268394858254908,0.282394541119581
ABRAXAS2,12.5028308551165,0.263981663389365,0.187627554179075,1.406945075548,0.159443676006299,0.557722084745294
ABT1,8.17545469903801,0.217823239494188,0.243155652185097,0.895818121177682,0.37034990998609,0.744598967996783
ABTB1,10.9248796276964,-0.0892372256441571,0.211050886098511,-0.422823269277838,0.672424208997487,0.903138924034956
ABTB2,9.74865353677129,-0.225213769230867,0.238331894826118,-0.944958581373165,0.344680021933935,0.730359577067609
ACAA1,7.3484783933279,-0.191615320158115,0.259560999635078,-0.738228472025885,0.46037562385744,
ACAA2,12.0920428424045,0.0953984216598346,0.189957780200466,0.502208551601093,0.615520828151507,0.877643397635572
ACACA,8.63628320191866,-0.0154565565494868,0.23564010992905,-0.0655939116398337,0.947701136483422,0.985788278878732
ACACB,9.8635224700366,-0.0499296144296357,0.226541230103881,-0.22039967915218,0.825559895268115,0.953116668094958
ACAD10,11.263073068927,0.24535111639462,0.222269546524202,1.10384494966298,0.269660402421289,0.66843529639816
ACAD11,9.30514465232726,0.223109629483814,0.22361933676748,0.997720647547599,0.318414838136729,0.709439302657817
ACAD8,13.6115033266317,-0.704800622363477,0.244410850673931,-2.88367157358227,0.00393068458268642,0.112645529546207
ACAD9,12.4414745393811,0.153846956248435,0.205883078250375,0.747254012111387,0.454910246358513,0.798615407330719
ACADL,8.68032391042816,0.540197437518293,0.236781107716672,2.28142119414647,0.0225235350763728,0.264685871804509
ACADM,11.5398669949494,0.268186909472185,0.19768812563824,1.35661617816618,0.174903198558512,0.572903657398585
ACADS,9.72426600569974,-0.191956961706056,0.264942528082126,-0.724523024278507,0.468744697181145,0.805119269401376
ACADSB,11.3232781317128,0.10260996914316,0.208179690151339,0.492891352987251,0.622089357433016,0.879219982100701
ACADVL,19.5814823052834,-0.793396882664957,0.26892275501309,-2.95027798085118,0.00317488135534178,0.102192736402212
ACAN,6.57021269670655,0.0553743288673696,0.244714928460188,0.22628095971014,0.820982906310708,
ACAP2,9.20244427286968,0.169442644891561,0.219550572864561,0.771770452159504,0.440250395110165,0.793051132581241
ACAP3,13.5626060182538,0.0102631546609577,0.240986482591514,0.0425880927037488,0.966029887525141,0.990045786084993
ACAT1,11.1083601985591,0.244108900809339,0.208432840601031,1.17116333541986,0.241533129725867,0.644429518635076
ACAT2,10.3929509697254,0.154790177237911,0.205891540615234,0.751804453817655,0.452168663222803,0.797779914282061
