metabolite_id,metabolite_name,HMDB_id,KEGG_id,pathway,super_pathway,log2FoldChange,pvalue,padj,baseMean,comparison,mission
MET_PD_0001,Alanine,,,"Alanine, Aspartate, and Glutamate metabolism",Amino acids,0.0869257119489255,0.6557744559349334,0.9139608058986984,393069.0468438005,R+39_vs_Preflight,Polaris_Dawn
MET_PD_0002,Succinic Semialdehyde,,,"Alanine, Aspartate, and Glutamate metabolism",Amino acids,-0.4487697318903991,0.4379408302386809,0.8937009496165054,166238.46524715688,R+39_vs_Preflight,Polaris_Dawn
MET_PD_0003,Asparagine,,,"Alanine, Aspartate, and Glutamate metabolism",Amino acids,0.1062681421323103,0.7907654060743873,0.9216437931952424,290235.0489474057,R+39_vs_Preflight,Polaris_Dawn
MET_PD_0004,Aspartic Acid,,,"Alanine, Aspartate, and Glutamate metabolism",Amino acids,-0.1241144066144521,0.665020655652353,0.9139608058986984,1367028.2968026744,R+39_vs_Preflight,Polaris_Dawn
MET_PD_0005,Glutamine,,,"Alanine, Aspartate, and Glutamate metabolism",Amino acids,-0.2202706578938525,0.492255502045558,0.8937009496165054,4732658.10205249,R+39_vs_Preflight,Polaris_Dawn
MET_PD_0006,Glutamic Acid,,,"Alanine, Aspartate, and Glutamate metabolism",Amino acids,0.2528881082873183,0.4653584253993635,0.8937009496165054,232633.08830134585,R+39_vs_Preflight,Polaris_Dawn
MET_PD_0007,2-Hydroxyglutaric Acid,,,"Alanine, Aspartate, and Glutamate metabolism, glutamate degradation",Amino acids,-0.0445311393864411,0.849676071235467,0.9391323434918504,971106.3189430748,R+39_vs_Preflight,Polaris_Dawn
MET_PD_0008,N-Acetylaspartic Acid,,,"Alanine, aspartate, and glutamate metabolism",Amino acids,-0.2773690267694738,0.6543751540120537,0.9139608058986984,3894956.0663512056,R+39_vs_Preflight,Polaris_Dawn
MET_PD_0009,Urea,,,Arginine and Proline metabolism,Amino acids,-0.3657096709279696,0.162574878219388,0.8937009496165054,2109714.672897495,R+39_vs_Preflight,Polaris_Dawn
MET_PD_0010,Creatinine,,,Arginine and Proline metabolism,Amino acids,-0.2371647659074521,0.4717513899744656,0.8937009496165054,44729658.79530452,R+39_vs_Preflight,Polaris_Dawn
MET_PD_0011,Proline,,,Arginine and Proline metabolism,Amino acids,-0.1695672788680744,0.5996998363769093,0.9026025773280164,700656.4192670082,R+39_vs_Preflight,Polaris_Dawn
MET_PD_0012,N-Acetylputrescine,,,Arginine and proline metabolism,Amino acids,-0.0897659980353406,0.0298437923134477,0.8937009496165054,69370.5289612313,R+39_vs_Preflight,Polaris_Dawn
