metabolite_id,metabolite_name,HMDB_id,KEGG_id,pathway,super_pathway,log2FoldChange,pvalue,padj,baseMean,comparison,mission
MET_PD_0001,Alanine,,,"Alanine, Aspartate, and Glutamate metabolism",Amino acids,-0.2105715559277204,0.2738866305555317,0.5354141537644564,393069.0468438005,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0002,Succinic Semialdehyde,,,"Alanine, Aspartate, and Glutamate metabolism",Amino acids,-0.4750263658925902,0.4417641065522764,0.675253454850774,166238.46524715688,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0003,Asparagine,,,"Alanine, Aspartate, and Glutamate metabolism",Amino acids,-0.496532268994578,0.2751193887562611,0.5358035009419776,290235.0489474057,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0004,Aspartic Acid,,,"Alanine, Aspartate, and Glutamate metabolism",Amino acids,-0.0497750549049408,0.852814299128218,0.9558335975470634,1367028.2968026744,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0005,Glutamine,,,"Alanine, Aspartate, and Glutamate metabolism",Amino acids,-0.5945147901162281,0.1140911371057757,0.3829335506050237,4732658.10205249,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0006,Glutamic Acid,,,"Alanine, Aspartate, and Glutamate metabolism",Amino acids,-0.0028381974982843,0.9931824794238092,0.9993027653760432,232633.08830134585,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0007,2-Hydroxyglutaric Acid,,,"Alanine, Aspartate, and Glutamate metabolism, glutamate degradation",Amino acids,-0.0474985887935023,0.8360225678685942,0.943703471064549,971106.3189430748,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0008,N-Acetylaspartic Acid,,,"Alanine, aspartate, and glutamate metabolism",Amino acids,-0.1940614626885331,0.7459021321255098,0.9068675247999936,3894956.0663512056,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0009,Urea,,,Arginine and Proline metabolism,Amino acids,0.012554277622859,0.9586847561612116,0.9965899195020176,2109714.672897495,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0010,Creatinine,,,Arginine and Proline metabolism,Amino acids,-0.0995193106592638,0.745529541114827,0.9068675247999936,44729658.79530452,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0011,Proline,,,Arginine and Proline metabolism,Amino acids,-0.6904555711500368,0.0936136357283239,0.3764494188759763,700656.4192670082,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0012,N-Acetylputrescine,,,Arginine and proline metabolism,Amino acids,-0.0058688230618547,0.8886406940917813,0.9744179297694724,69370.5289612313,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0013,4-Hydroxy-Proline,,,Arginine and Proline metabolism,Amino acids,0.4354672186582283,0.4004510063313676,0.6532195901831966,60900.934243302814,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0014,Ornithine,,,Arginine and proline metabolism,Amino acids,-0.175413038417296,0.6460032973492719,0.8268318065464312,3406471.0719239223,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0015,4-Guanidinobutyric Acid,,,Arginine and proline metabolism,Amino acids,-0.2838156166548256,0.1590743774362979,0.4514320217965666,39944.61093232477,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0016,Arginine,,,Arginine and Proline metabolism,Amino acids,-0.0069100433851039,0.9809054850201576,0.9993027653760432,6984747.734816354,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0017,Citrulline,,,Arginine and Proline metabolism,Amino acids,0.0300328732105849,0.8399718916352981,0.946468327896202,407100.9318867175,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0018,L-Monomethylarginine (LNMA),,,Arginine and Proline metabolism,Amino acids,-0.7800608929818443,0.088731357686189,0.3764494188759763,168429.31703209673,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0019,N-Acetylglutamic Acid,,,Arginine and proline metabolism,Amino acids,-0.9638229564874828,0.1217577034871675,0.3948627395894185,148077.99613827394,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0020,Dimethylarginine,,,Arginine and Proline metabolism,Amino acids,-0.292671734040726,0.100409456750989,0.3764494188759763,127698.25406874888,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0021,Argininosuccinic Acid,,,Arginine and Proline metabolism,Amino acids,-0.0515726330846358,0.774589592115585,0.9195565501832024,2821559.767861314,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0022,Pyrrole-2-Carboxylic Acid,,,Oxidation derivative of hydroxyproline,Amino acids,,,,14440.37964229126,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0023,Proline Betaine,,,"Arginine and Proline metabolism, osmolyte",Amino acids,-2.0523099440996844,0.1107914328779873,0.3823578427076766,3009930.944659647,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0024,Thiosulfate,,,Cysteine and Methionine metabolism,Amino acids,-1.03026073917847,0.3083204311442313,0.5688602106783917,6302090.163574872,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0025,Cysteine,,,Cysteine and Methionine metabolism,Amino acids,-0.979879071008512,0.1525203551037397,0.4414694682131182,68579.81378809863,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0026,Methylcysteine,,,Cysteine and methionine metabolism,Amino acids,-0.7279670273882252,0.0072628730430843,0.1697360329698596,32890.87707616043,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0027,Methionine,,,Cysteine and methionine metabolism,Amino acids,0.0391755869940423,0.8144809209712538,0.9344317475142928,3737897.568237093,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0028,Cysteine-S-Sulfonic Acid,,,Cysteine and Methionine metabolism,Amino acids,0.2592352601351734,0.4647817322278756,0.6884443029009145,407523.5796630574,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0029,O-Succinylhomoserine,,,Cysteine and methionine metabolism,Amino acids,-0.2035002826376028,0.6916688466075689,0.8608344027798343,13314.425299082444,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0030,Cystine,,,Cysteine and methionine metabolism,Amino acids,-0.2444184465689954,0.4013850953761544,0.6532195901831966,135585.87693920554,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0031,2-Hydroxybutyric acid,,,Cysteine and methionine metabolism,Amino acids,1.2612024980729948,0.0202892528669231,0.2612758889597659,2230243.3856527414,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0032,2-Aminobutyric Acid,,,Cysteine and methionine metabolism,Amino acids,0.4321330201468757,0.0817598355448354,0.3757060585861598,166250.0687273873,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0033,Methylglyoxal,,,"Glycine, serine, and threonine metabolism,pyruvate metabolism",Amino acids,-1.736359202409252,0.216278780132955,0.5169390540299038,46136.0170966996,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0034,Glycine,,,"Glycine, serine, and threonine metabolism",Amino acids,-0.1859642662029964,0.5305686980010885,0.7341860711374711,148414.78176367693,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0035,Sarcosine,,,"Glycine, serine, and threonine metabolism",Amino acids,-0.0547349003891651,0.8051296527215299,0.933891196447216,70367.21693127988,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0036,2-Ketobutyric Acid,,,"Glycine, serine, and threonine metabolism; Cysteine and methionine metabolism",Amino acids,-0.4923514379693823,0.4195151559009515,0.6601348213803003,172296.82379724816,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0037,Dimethylglycine,,,Glycine metabolism,Amino acids,0.6864893622813629,0.2332010532568821,0.5185424114097582,6457.3714866561895,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0038,Choline,,,"Glycine, serine and threonine metabolism",Amino acids,-0.1728803229139385,0.1614062218342816,0.4514320217965666,3377307.593400826,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0039,Serine,,,"Glycine, serine and threonine metabolism",Amino acids,-0.1867829078988095,0.3889362141131884,0.6532195901831966,96339.57203924491,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0040,Guanidinoacetic Acid,,,"Glycine, serine, and threonine metabolism",Amino acids,-0.3704897489894381,0.0936422923181707,0.3764494188759763,20362.163737609848,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0041,Betaine,,,"Glycine, serine and threonine metabolism",Amino acids,-0.2169724963845203,0.1391313272969791,0.4261741141960866,35024817.87656758,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0042,Threonine,,,"Glycine, serine and threonine metabolism",Amino acids,-0.2980000713305132,0.4161708970636026,0.6565935020412774,2322418.9331473447,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0043,3-Methylhistamine,,,"Histidine metabolism, histamine metabolite",Amino acids,0.3495206990848886,0.0147218194560726,0.2211778113519487,21489.841902020828,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0044,4-Imidazoleacetic Acid,,,Histidine metabolism,Amino acids,-0.040939194759596,0.8721720183694406,0.9689763258231,416521.9369523478,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0045,Histidinol,,,Histidine metabolism,Amino acids,-0.0292912332238513,0.4578029415163974,0.6884443029009145,57214.46930684156,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0046,Histidine,,,Histidine Metabolism,Amino acids,-0.2399278203838541,0.0255748181999344,0.2831177242834846,901406.764082756,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0047,3-Methylhistidine,,,Histidine Metabolism,Amino acids,-0.0164148095117199,0.95524885791378,0.9965899195020176,558142.5541035661,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0048,5-Aminopentanoate,,,Lysine degradation,Amino acids,-0.2150676094636348,0.1356069344421533,0.4202853305000577,35665447.62129473,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0049,Pipecolinic Acid,,,Lysine degradation,Amino acids,-0.3615723177763968,0.5346074370870337,0.7355143613020554,181135.27435239623,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0050,Glutaric Acid,,,Lysine degradation,Amino acids,-0.1961548564217379,0.3913935828718039,0.6532195901831966,179983.8420073725,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0051,Lysine,,,Lysine metabolism,Amino acids,-0.0118942911758831,0.9586103683713344,0.9965899195020176,1821212.4991902069,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0052,2-Oxoadipic Acid,,,"lysine biosynthesis/degradation, tryptophan metabolism",Amino acids,-0.5647706189655692,0.3827763540649621,0.6532195901831966,55138.90273161322,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0053,2-Aminoadipic Acid,,,Lysine degradation,Amino acids,0.0992375444428558,0.8323026067951145,0.9414607059471218,8919.059170572955,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0054,Trimethyllysine,,,Lysine degradation,Amino acids,-0.106249018537233,0.8170532282464411,0.9356816461406612,73033.4121277799,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0055,2-Methylcitric Acid,,,Lysine biosynthesis,Amino acids,-0.8270453436730055,0.2698856607935329,0.5354141537644564,8265616.183609627,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0056,Phenylalanine,,,Phenylalanine metabolism,Amino acids,-0.4272432372987273,0.0608459649015765,0.3392006368211062,3677722.472821048,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0057,Hippuric Acid,,,Phenylalanine metabolism,Amino acids,-2.385990368784546,0.17538401027414,0.4770142693231998,1424444.590929604,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0058,Phenylacetylglycine,,,Phenylalanine metabolism,Amino acids,-2.8109701950071466,0.5396376908495695,0.7386364054795626,14425.576374298102,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0059,Picolinic Acid,,,Tryptophan metabolism,Amino acids,-1.1056196589085203,0.1969642325370347,0.4991342599633289,128936.71786658133,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0060,3-Hydroxyanthranilic Acid,,,Tryptophan metabolism,Amino acids,-0.3734835491885758,0.2288074179572732,0.5185424114097582,8316.196407063639,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0061,Kynurenic Acid,,,Tryptophan metabolism,Amino acids,-0.1964147873933542,0.5486790022629002,0.7452684585100727,167944.18018896118,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0062,Tryptophan,,,Tryptophan metabolism,Amino acids,-0.3891425488493399,0.0906304259013127,0.3764494188759763,3080125.508665669,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0063,Xanthurenic Acid,,,Tryptophan metabolism,Amino acids,-0.2312582198791357,0.7767411113274909,0.9195565501832024,9553.360473362736,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0064,Kynurenine,,,Tryptophan metabolism,Amino acids,-0.2868934178474395,0.1057576412257211,0.3792143066264267,89037.17030816911,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0065,Indoxyl Sulfate,,,Tryptophan metabolism,Amino acids,-0.6462433308470323,0.260776753653806,0.5351482151105263,1596669.141513548,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0066,Hydroquinone,,,Tyrosine metabolism,Amino acids,-2.4102199793001224,0.0068331982985013,0.1658364663982438,155796.71271058114,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0067,3-Hydroxyphenylacetic Acid,,,Tyrosine/phenylalanin metabolism,Amino acids,-0.0361298074853398,0.9280300938473798,0.9827939830025284,32268.263391204837,R+1_vs_Preflight,Polaris_Dawn
MET_PD_0068,4-Hydroxyphenylacetic Acid,,,Tyrosine metabolism,Amino acids,-0.0293526048253386,0.94139903771697,0.993349151838475,32328.29670264181,R+1_vs_Preflight,Polaris_Dawn
